platform,genre,number_players,rating,positive_critics,neutral_critics,negative_critics,positive_users,neutral_users,negative_users,metascore,user_score,Media_usuario,Media_meta
2,2,26,3,30,13,0,9,4,4,75,69,66.5807150595883,71.39869989165764
3,2,35,2,13,8,0,9,6,0,75,76,66.5807150595883,71.39869989165764
3,5,14,5,9,4,0,3,5,1,75,75,67.22970297029703,71.65544554455445
1,45,14,6,3,6,0,3,0,0,75,77,67.4431554524362,71.97679814385151
2,5,35,1,17,14,0,0,1,0,75,72,67.22970297029703,71.65544554455445
2,5,35,3,5,4,0,0,1,0,75,72,67.22970297029703,71.65544554455445
2,45,14,3,11,11,0,3,0,0,75,76,67.4431554524362,71.97679814385151
2,38,35,3,9,6,0,2,1,2,75,60,70.26510067114094,73.19127516778524
1,2,14,6,27,14,0,11,4,3,75,76,66.5807150595883,71.39869989165764
1,29,14,6,17,14,0,12,4,1,75,75,66.78947368421052,72.84210526315789
3,38,14,2,15,13,0,13,6,8,75,75,70.26510067114094,73.19127516778524
2,3,26,2,23,19,0,16,1,3,75,70,67.53865979381443,71.60309278350516
2,38,14,5,10,6,0,3,2,0,75,74,70.26510067114094,73.19127516778524
6,36,35,1,4,4,0,0,0,1,75,56,64.61184210526316,70.39473684210526
1,5,14,6,6,7,0,1,0,0,75,67,67.22970297029703,71.65544554455445
1,5,14,6,6,4,0,1,1,0,75,74,67.22970297029703,71.65544554455445
1,2,15,6,8,4,0,3,4,0,75,76,66.5807150595883,71.39869989165764
1,5,35,6,11,8,0,1,0,0,75,71,67.22970297029703,71.65544554455445
6,35,35,1,5,3,0,0,0,0,75,17,67.04629629629629,73.27777777777777
1,45,35,5,12,5,0,4,1,0,75,77,67.4431554524362,71.97679814385151
1,43,14,6,4,3,1,1,1,0,75,73,63.71052631578947,68.73684210526316
3,2,35,5,4,6,0,0,2,0,75,74,66.5807150595883,71.39869989165764
3,3,14,5,4,7,0,6,0,3,75,73,67.53865979381443,71.60309278350516
1,3,14,3,6,5,0,1,1,6,75,64,67.53865979381443,71.60309278350516
4,38,35,5,10,10,0,4,2,0,74,79,70.26510067114094,73.19127516778524
1,3,14,5,25,14,0,3,0,1,74,77,67.53865979381443,71.60309278350516
1,5,35,6,18,13,0,2,3,4,74,63,67.22970297029703,71.65544554455445
3,2,35,2,9,9,0,1,2,0,74,72,66.5807150595883,71.39869989165764
0,45,26,2,18,14,0,4,0,0,74,80,67.4431554524362,71.97679814385151
1,5,14,6,7,6,0,0,0,0,74,56,67.22970297029703,71.65544554455445
6,2,14,2,8,9,0,6,2,0,74,76,66.5807150595883,71.39869989165764
6,2,35,5,5,7,0,0,0,0,74,52,66.5807150595883,71.39869989165764
1,38,14,6,21,11,1,11,2,4,74,80,70.26510067114094,73.19127516778524
1,3,14,6,11,10,0,4,2,0,74,85,67.53865979381443,71.60309278350516
6,38,35,3,12,4,1,3,1,2,74,73,70.26510067114094,73.19127516778524
6,45,35,5,7,5,0,12,0,0,74,83,67.4431554524362,71.97679814385151
6,3,35,1,10,8,0,1,0,2,74,61,67.53865979381443,71.60309278350516
3,44,16,2,11,3,1,13,13,23,74,44,59.140969162995596,72.21585903083701
2,2,14,2,5,5,0,0,1,0,74,56,66.5807150595883,71.39869989165764
4,21,35,3,5,2,0,1,1,0,74,85,69.22543352601156,73.82658959537572
6,3,35,5,4,4,0,1,0,0,74,80,67.53865979381443,71.60309278350516
2,2,35,6,5,2,0,0,0,0,74,35,66.5807150595883,71.39869989165764
1,5,14,6,5,4,0,0,0,0,74,71,67.22970297029703,71.65544554455445
2,45,14,5,8,8,0,3,0,1,74,71,67.4431554524362,71.97679814385151
6,2,35,2,11,7,0,1,0,0,74,74,66.5807150595883,71.39869989165764
3,2,14,5,4,5,0,1,0,0,74,73,66.5807150595883,71.39869989165764
2,2,35,5,14,17,0,2,3,0,74,68,66.5807150595883,71.39869989165764
2,45,14,5,3,4,0,0,0,0,74,64,67.4431554524362,71.97679814385151
2,2,35,2,7,5,1,6,0,0,74,75,66.5807150595883,71.39869989165764
3,2,14,5,3,4,0,8,0,1,74,75,66.5807150595883,71.39869989165764
2,38,14,5,16,15,0,3,1,0,74,70,70.26510067114094,73.19127516778524
3,2,14,5,48,22,2,41,12,14,74,79,66.5807150595883,71.39869989165764
3,3,14,1,9,4,1,13,18,3,74,75,67.53865979381443,71.60309278350516
3,38,14,2,10,8,0,10,4,0,74,75,70.26510067114094,73.19127516778524
1,5,35,3,17,9,1,3,4,2,74,65,67.22970297029703,71.65544554455445
2,44,6,1,10,6,0,5,2,1,74,70,59.140969162995596,72.21585903083701
0,28,26,5,11,8,0,5,1,0,74,80,69.51773049645391,71.83333333333333
2,38,14,2,4,6,0,2,1,0,74,73,70.26510067114094,73.19127516778524
1,45,15,6,7,9,0,3,0,1,74,65,67.4431554524362,71.97679814385151
1,5,35,6,6,2,0,2,0,0,74,48,67.22970297029703,71.65544554455445
1,2,15,6,3,7,0,2,0,3,74,37,66.5807150595883,71.39869989165764
0,2,35,1,4,5,0,1,1,0,73,66,66.5807150595883,71.39869989165764
3,3,14,2,6,7,0,2,2,0,73,69,67.53865979381443,71.60309278350516
0,38,26,2,14,10,0,4,0,0,73,81,70.26510067114094,73.19127516778524
1,38,14,6,17,9,1,2,2,0,73,78,70.26510067114094,73.19127516778524
3,5,14,1,4,5,0,3,1,1,73,72,67.22970297029703,71.65544554455445
2,44,26,1,2,5,0,4,1,1,73,76,59.140969162995596,72.21585903083701
3,3,35,3,11,5,1,6,3,1,73,74,67.53865979381443,71.60309278350516
1,28,14,2,4,3,0,2,0,0,73,74,69.51773049645391,71.83333333333333
1,38,14,6,4,3,0,0,0,0,73,72,70.26510067114094,73.19127516778524
3,43,14,1,4,7,0,3,0,0,73,70,63.71052631578947,68.73684210526316
6,3,35,1,7,4,0,2,2,1,73,66,67.53865979381443,71.60309278350516
2,2,14,2,31,30,0,6,3,1,73,71,66.5807150595883,71.39869989165764
2,38,14,5,8,9,0,0,1,0,73,66,70.26510067114094,73.19127516778524
2,45,14,2,7,9,0,2,3,0,73,69,67.4431554524362,71.97679814385151
3,3,14,1,4,6,0,1,1,1,73,72,67.53865979381443,71.60309278350516
6,29,35,3,9,5,0,3,0,1,73,83,66.78947368421052,72.84210526315789
2,38,14,3,25,32,0,14,14,10,73,68,70.26510067114094,73.19127516778524
1,45,35,3,16,21,0,12,9,4,73,77,67.4431554524362,71.97679814385151
6,2,35,5,4,3,0,0,0,0,73,60,66.5807150595883,71.39869989165764
1,45,14,5,6,5,0,7,3,0,73,71,67.4431554524362,71.97679814385151
6,2,35,2,24,14,1,15,4,6,73,57,66.5807150595883,71.39869989165764
2,2,35,2,6,8,0,1,1,0,73,67,66.5807150595883,71.39869989165764
2,2,6,5,11,12,1,1,3,0,73,59,66.5807150595883,71.39869989165764
2,38,26,2,5,7,0,0,0,0,73,61,70.26510067114094,73.19127516778524
1,2,35,2,20,11,1,64,12,18,73,65,66.5807150595883,71.39869989165764
1,2,15,3,12,8,1,21,27,88,73,34,66.5807150595883,71.39869989165764
6,3,14,3,9,9,0,5,3,0,73,64,67.53865979381443,71.60309278350516
2,3,35,3,16,15,0,1,5,1,72,71,67.53865979381443,71.60309278350516
1,21,14,3,17,16,0,22,13,15,72,68,69.22543352601156,73.82658959537572
2,45,6,6,5,6,0,0,0,1,72,38,67.4431554524362,71.97679814385151
1,2,15,6,3,7,0,0,0,0,72,68,66.5807150595883,71.39869989165764
2,36,14,2,9,10,0,3,4,2,72,59,64.61184210526316,70.39473684210526
2,2,14,2,4,4,0,0,1,0,72,58,66.5807150595883,71.39869989165764
1,4,26,3,18,18,1,431,208,510,72,49,74.72,82.12
1,5,14,6,4,4,0,2,2,0,72,71,67.22970297029703,71.65544554455445
3,35,14,1,3,4,0,0,0,1,72,70,67.04629629629629,73.27777777777777
3,28,35,5,19,21,0,5,2,0,72,74,69.51773049645391,71.83333333333333
6,43,35,1,3,7,0,4,0,0,72,84,63.71052631578947,68.73684210526316
2,2,35,2,29,28,0,1,2,0,72,72,66.5807150595883,71.39869989165764
6,44,35,1,9,7,0,4,3,3,72,53,59.140969162995596,72.21585903083701
2,44,16,1,12,12,0,17,6,1,72,60,59.140969162995596,72.21585903083701
3,3,14,1,9,13,0,18,10,10,72,74,67.53865979381443,71.60309278350516
3,2,35,2,9,6,1,3,1,2,72,54,66.5807150595883,71.39869989165764
6,5,35,3,9,6,1,0,6,0,72,69,67.22970297029703,71.65544554455445
1,3,35,3,20,18,0,9,3,1,72,76,67.53865979381443,71.60309278350516
2,36,35,1,8,5,0,2,0,0,72,56,64.61184210526316,70.39473684210526
6,2,14,3,6,6,0,0,0,0,72,50,66.5807150595883,71.39869989165764
6,3,35,3,5,7,0,0,3,1,72,75,67.53865979381443,71.60309278350516
2,2,35,5,13,16,0,3,3,1,72,56,66.5807150595883,71.39869989165764
2,2,35,1,11,16,2,2,0,4,72,55,66.5807150595883,71.39869989165764
1,43,14,6,7,10,1,34,2,6,72,77,63.71052631578947,68.73684210526316
3,5,14,3,2,5,0,3,2,3,72,68,67.22970297029703,71.65544554455445
1,3,14,6,11,9,0,6,2,2,72,69,67.53865979381443,71.60309278350516
2,2,35,5,3,7,0,0,1,1,72,65,66.5807150595883,71.39869989165764
3,3,14,5,4,5,0,1,0,0,72,71,67.53865979381443,71.60309278350516
2,44,26,1,4,5,0,8,7,5,72,64,59.140969162995596,72.21585903083701
2,2,35,5,14,13,1,7,2,2,72,66,66.5807150595883,71.39869989165764
2,2,35,3,14,7,1,1,0,0,72,71,66.5807150595883,71.39869989165764
1,3,14,6,7,8,0,2,2,2,72,70,67.53865979381443,71.60309278350516
2,38,14,5,8,14,0,4,2,0,72,72,70.26510067114094,73.19127516778524
6,2,35,2,5,2,1,2,1,0,72,61,66.5807150595883,71.39869989165764
1,5,14,6,7,4,1,3,0,0,72,75,67.22970297029703,71.65544554455445
1,2,35,5,7,3,0,0,0,0,72,68,66.5807150595883,71.39869989165764
3,2,14,2,10,9,0,4,2,2,72,52,66.5807150595883,71.39869989165764
1,45,14,6,5,4,1,5,2,1,72,74,67.4431554524362,71.97679814385151
2,2,26,3,6,4,0,7,2,2,72,72,66.5807150595883,71.39869989165764
2,2,32,5,38,33,2,14,10,40,72,45,66.5807150595883,71.39869989165764
2,3,26,3,23,15,2,5,3,6,72,53,67.53865979381443,71.60309278350516
1,2,35,5,5,7,0,1,0,1,72,57,66.5807150595883,71.39869989165764
2,2,35,5,3,5,0,0,0,0,72,63,66.5807150595883,71.39869989165764
3,2,35,2,3,7,0,0,0,0,72,73,66.5807150595883,71.39869989165764
0,35,14,2,13,16,0,2,4,1,72,70,67.04629629629629,73.27777777777777
1,38,15,6,4,4,0,16,4,38,72,47,70.26510067114094,73.19127516778524
3,2,14,2,7,8,0,3,0,5,71,57,66.5807150595883,71.39869989165764
1,2,35,6,3,4,0,1,0,0,71,68,66.5807150595883,71.39869989165764
6,5,35,2,4,3,0,0,1,0,71,17,67.22970297029703,71.65544554455445
1,5,14,5,9,14,0,1,3,0,71,70,67.22970297029703,71.65544554455445
1,5,35,6,4,4,0,2,0,0,71,71,67.22970297029703,71.65544554455445
2,28,35,2,15,24,0,2,0,1,71,72,69.51773049645391,71.83333333333333
1,38,35,6,5,6,0,0,1,0,71,65,70.26510067114094,73.19127516778524
2,3,6,2,8,11,0,1,0,0,71,54,67.53865979381443,71.60309278350516
1,2,35,6,4,4,0,2,0,0,71,86,66.5807150595883,71.39869989165764
1,3,14,1,5,8,0,2,1,1,71,67,67.53865979381443,71.60309278350516
3,2,14,2,2,5,0,0,0,0,71,70,66.5807150595883,71.39869989165764
2,2,14,3,23,24,1,15,7,4,71,67,66.5807150595883,71.39869989165764
2,5,14,1,7,12,0,0,1,1,71,65,67.22970297029703,71.65544554455445
2,3,35,5,7,15,0,4,2,1,71,72,67.53865979381443,71.60309278350516
1,3,15,2,3,5,0,8,7,3,71,63,67.53865979381443,71.60309278350516
3,2,14,1,6,6,0,4,1,0,71,71,66.5807150595883,71.39869989165764
1,5,35,6,12,18,0,1,0,2,71,58,67.22970297029703,71.65544554455445
1,2,35,5,3,5,1,0,0,0,71,61,66.5807150595883,71.39869989165764
1,3,14,1,3,6,0,7,2,1,71,77,67.53865979381443,71.60309278350516
3,3,14,2,3,4,0,1,0,0,71,68,67.53865979381443,71.60309278350516
1,5,35,2,4,7,0,0,1,0,71,26,67.22970297029703,71.65544554455445
2,2,6,3,31,30,1,66,9,5,71,81,66.5807150595883,71.39869989165764
2,38,35,5,3,7,0,0,2,0,71,60,70.26510067114094,73.19127516778524
2,3,35,3,5,5,0,5,2,2,71,71,67.53865979381443,71.60309278350516
3,5,14,5,3,6,0,0,1,1,71,52,67.22970297029703,71.65544554455445
1,5,35,3,9,10,0,0,0,0,71,71,67.22970297029703,71.65544554455445
1,5,35,6,5,4,0,5,3,0,71,68,67.22970297029703,71.65544554455445
1,2,14,6,3,6,0,0,0,0,71,70,66.5807150595883,71.39869989165764
3,35,14,5,3,10,0,1,3,1,71,69,67.04629629629629,73.27777777777777
1,43,14,6,4,4,0,1,1,0,71,71,63.71052631578947,68.73684210526316
2,29,35,3,17,18,1,7,1,3,71,74,66.78947368421052,72.84210526315789
1,5,35,3,11,7,0,2,0,0,71,74,67.22970297029703,71.65544554455445
6,2,35,5,6,9,0,0,2,1,71,43,66.5807150595883,71.39869989165764
2,38,26,5,3,9,0,6,2,3,71,72,70.26510067114094,73.19127516778524
2,2,26,2,9,17,0,3,4,0,71,65,66.5807150595883,71.39869989165764
1,3,14,6,5,3,0,0,0,0,71,72,67.53865979381443,71.60309278350516
3,3,14,5,7,12,0,1,0,0,71,74,67.53865979381443,71.60309278350516
3,28,14,1,6,6,0,0,0,1,71,64,69.51773049645391,71.83333333333333
1,28,14,6,8,7,1,1,2,0,71,76,69.51773049645391,71.83333333333333
2,2,35,3,7,8,0,8,1,0,71,76,66.5807150595883,71.39869989165764
6,3,14,2,4,4,1,0,2,0,71,69,67.53865979381443,71.60309278350516
2,2,35,2,17,19,0,3,2,0,71,66,66.5807150595883,71.39869989165764
2,38,26,3,30,30,1,356,196,436,71,49,70.26510067114094,73.19127516778524
1,44,15,6,3,4,0,0,1,0,71,64,59.140969162995596,72.21585903083701
1,43,14,6,10,8,1,4,3,0,71,75,63.71052631578947,68.73684210526316
2,38,14,5,4,5,0,0,0,0,71,67,70.26510067114094,73.19127516778524
2,28,29,5,9,13,0,4,2,0,71,75,69.51773049645391,71.83333333333333
3,2,35,1,2,5,0,1,1,1,71,67,66.5807150595883,71.39869989165764
2,3,35,5,3,7,0,0,0,0,71,70,67.53865979381443,71.60309278350516
2,2,14,3,6,9,0,1,0,0,71,69,66.5807150595883,71.39869989165764
3,2,14,3,5,5,0,0,1,0,70,72,66.5807150595883,71.39869989165764
2,5,14,3,3,5,0,0,1,0,70,56,67.22970297029703,71.65544554455445
1,3,35,5,7,11,0,17,8,22,70,52,67.53865979381443,71.60309278350516
6,2,35,5,3,5,0,0,0,0,70,38,66.5807150595883,71.39869989165764
3,2,14,5,2,5,0,0,1,0,70,67,66.5807150595883,71.39869989165764
2,3,14,2,11,9,2,2,2,1,70,70,67.53865979381443,71.60309278350516
2,3,6,3,14,18,0,2,1,1,70,72,67.53865979381443,71.60309278350516
2,2,35,5,5,6,0,1,2,0,70,69,66.5807150595883,71.39869989165764
3,2,14,5,3,5,1,0,1,0,70,68,66.5807150595883,71.39869989165764
2,2,16,3,11,13,1,6,2,2,70,71,66.5807150595883,71.39869989165764
1,21,15,6,8,16,0,2,0,0,70,70,69.22543352601156,73.82658959537572
1,3,14,2,4,11,0,4,6,2,70,68,67.53865979381443,71.60309278350516
2,5,14,5,4,4,0,0,1,0,70,58,67.22970297029703,71.65544554455445
6,36,35,1,3,8,0,0,1,0,70,77,64.61184210526316,70.39473684210526
1,2,14,6,6,6,0,2,1,0,70,71,66.5807150595883,71.39869989165764
1,5,14,6,5,9,0,0,1,0,70,69,67.22970297029703,71.65544554455445
1,45,35,5,10,10,1,12,5,3,70,58,67.4431554524362,71.97679814385151
2,44,35,5,7,14,0,2,1,0,70,66,59.140969162995596,72.21585903083701
2,3,26,3,37,23,4,73,53,41,70,62,67.53865979381443,71.60309278350516
6,53,35,6,0,0,0,0,0,0,70,59,59.2,69.6
1,14,15,6,7,11,0,5,0,2,70,72,65.53086419753086,70.22222222222223
2,36,32,1,5,22,0,6,1,0,70,72,64.61184210526316,70.39473684210526
3,2,35,3,7,4,0,2,2,0,70,72,66.5807150595883,71.39869989165764
2,2,14,5,15,23,0,0,4,0,70,65,66.5807150595883,71.39869989165764
1,2,35,5,9,12,0,1,0,0,70,54,66.5807150595883,71.39869989165764
2,45,35,5,10,19,0,3,0,0,70,66,67.4431554524362,71.97679814385151
2,3,14,2,4,6,0,3,3,0,70,65,67.53865979381443,71.60309278350516
3,38,14,5,3,10,0,1,0,1,70,74,70.26510067114094,73.19127516778524
1,45,15,5,8,7,1,4,2,2,70,74,67.4431554524362,71.97679814385151
2,2,35,5,4,5,0,0,2,1,70,43,66.5807150595883,71.39869989165764
2,38,14,5,6,12,0,1,1,0,70,67,70.26510067114094,73.19127516778524
1,5,35,6,8,12,0,1,0,1,70,62,67.22970297029703,71.65544554455445
2,28,35,5,12,15,0,2,1,1,70,71,69.51773049645391,71.83333333333333
1,2,14,6,7,10,0,1,2,0,70,62,66.5807150595883,71.39869989165764
1,5,35,6,5,7,0,2,3,0,69,62,67.22970297029703,71.65544554455445
2,2,14,5,9,7,2,5,3,2,69,69,66.5807150595883,71.39869989165764
2,45,35,2,3,5,1,10,0,0,69,70,67.4431554524362,71.97679814385151
2,38,29,5,7,17,1,7,4,5,69,57,70.26510067114094,73.19127516778524
2,36,17,1,12,13,1,6,0,3,69,63,64.61184210526316,70.39473684210526
1,45,35,6,5,6,1,4,2,1,69,74,67.4431554524362,71.97679814385151
1,3,35,3,15,14,2,52,32,37,69,63,67.53865979381443,71.60309278350516
6,44,35,1,3,3,1,3,0,2,69,62,59.140969162995596,72.21585903083701
1,3,14,6,6,11,1,2,2,1,69,65,67.53865979381443,71.60309278350516
1,2,14,3,5,6,0,1,1,1,69,52,66.5807150595883,71.39869989165764
1,2,14,6,4,14,0,6,0,1,69,75,66.5807150595883,71.39869989165764
3,2,14,5,8,12,1,2,2,0,69,71,66.5807150595883,71.39869989165764
3,28,35,1,1,6,0,4,1,0,69,68,69.51773049645391,71.83333333333333
3,2,35,1,2,7,0,0,0,0,69,67,66.5807150595883,71.39869989165764
1,5,35,6,1,7,0,1,0,0,69,65,67.22970297029703,71.65544554455445
2,3,35,2,36,43,2,80,7,7,69,76,67.53865979381443,71.60309278350516
2,5,35,3,2,6,0,0,0,3,69,45,67.22970297029703,71.65544554455445
2,2,32,2,5,10,0,6,4,2,69,65,66.5807150595883,71.39869989165764
0,2,35,1,4,15,1,0,2,1,69,68,66.5807150595883,71.39869989165764
0,2,14,5,3,9,0,4,2,1,69,81,66.5807150595883,71.39869989165764
0,2,35,2,23,34,1,6,3,0,69,65,66.5807150595883,71.39869989165764
1,28,14,5,3,4,0,4,0,1,69,72,69.51773049645391,71.83333333333333
6,3,35,2,7,13,0,6,3,3,69,64,67.53865979381443,71.60309278350516
2,3,35,1,13,17,2,7,0,1,69,66,67.53865979381443,71.60309278350516
2,3,31,5,4,11,0,18,8,26,69,44,67.53865979381443,71.60309278350516
2,28,35,1,4,5,1,1,0,1,69,65,69.51773049645391,71.83333333333333
1,2,15,5,3,8,1,5,1,3,69,52,66.5807150595883,71.39869989165764
1,45,14,2,1,11,0,0,0,1,68,38,67.4431554524362,71.97679814385151
1,3,14,3,5,17,0,7,4,7,68,54,67.53865979381443,71.60309278350516
2,2,32,5,6,17,0,5,3,0,68,73,66.5807150595883,71.39869989165764
6,28,35,2,3,9,0,1,1,0,68,61,69.51773049645391,71.83333333333333
2,2,35,5,2,9,0,0,0,0,68,53,66.5807150595883,71.39869989165764
6,2,14,5,2,7,0,0,0,0,68,74,66.5807150595883,71.39869989165764
2,45,35,3,5,16,1,3,1,1,68,72,67.4431554524362,71.97679814385151
2,2,29,5,11,19,2,5,4,4,68,64,66.5807150595883,71.39869989165764
1,38,14,6,13,19,3,6,3,1,68,72,70.26510067114094,73.19127516778524
1,38,14,6,2,6,0,5,1,0,68,73,70.26510067114094,73.19127516778524
2,2,27,5,23,36,3,212,75,2044,68,11,66.5807150595883,71.39869989165764
2,36,17,1,6,14,1,0,2,1,68,34,64.61184210526316,70.39473684210526
1,2,35,6,3,6,0,0,0,0,68,71,66.5807150595883,71.39869989165764
1,3,14,5,4,9,0,2,1,0,68,72,67.53865979381443,71.60309278350516
1,2,35,1,4,4,0,0,2,0,68,67,66.5807150595883,71.39869989165764
2,2,35,2,20,31,2,32,15,10,68,62,66.5807150595883,71.39869989165764
2,44,6,1,2,16,0,1,0,2,68,63,59.140969162995596,72.21585903083701
3,44,21,1,11,16,0,38,7,12,68,60,59.140969162995596,72.21585903083701
3,2,35,5,4,9,0,0,0,0,68,72,66.5807150595883,71.39869989165764
1,45,15,6,2,6,0,2,1,2,68,28,67.4431554524362,71.97679814385151
2,35,35,1,3,3,1,1,0,0,68,63,67.04629629629629,73.27777777777777
1,43,14,6,1,6,0,3,1,1,68,77,63.71052631578947,68.73684210526316
1,3,14,6,8,16,1,5,2,2,68,72,67.53865979381443,71.60309278350516
2,2,35,5,2,6,0,0,2,0,68,64,66.5807150595883,71.39869989165764
3,2,35,1,4,8,0,5,0,0,68,71,66.5807150595883,71.39869989165764
6,38,35,5,3,5,0,2,2,1,68,78,70.26510067114094,73.19127516778524
2,5,35,2,3,6,1,0,2,0,68,37,67.22970297029703,71.65544554455445
2,3,35,3,21,18,2,16,10,8,68,71,67.53865979381443,71.60309278350516
1,2,14,6,4,7,1,0,0,0,68,68,66.5807150595883,71.39869989165764
1,3,14,3,4,9,1,1,1,2,68,54,67.53865979381443,71.60309278350516
2,38,14,2,8,27,0,13,4,3,68,64,70.26510067114094,73.19127516778524
3,35,14,1,1,8,0,0,1,0,68,60,67.04629629629629,73.27777777777777
6,45,28,3,3,6,0,1,1,1,67,58,67.4431554524362,71.97679814385151
2,3,35,1,3,12,0,3,3,0,67,68,67.53865979381443,71.60309278350516
3,2,35,5,1,8,0,3,1,0,67,70,66.5807150595883,71.39869989165764
2,3,14,3,3,10,0,1,1,1,67,70,67.53865979381443,71.60309278350516
2,38,6,3,8,5,1,6,5,3,67,66,70.26510067114094,73.19127516778524
2,3,26,3,2,11,0,1,4,0,67,65,67.53865979381443,71.60309278350516
6,44,29,5,4,11,0,1,2,4,67,48,59.140969162995596,72.21585903083701
2,38,26,2,3,3,1,0,1,0,67,63,70.26510067114094,73.19127516778524
2,5,14,3,4,5,0,1,1,0,67,49,67.22970297029703,71.65544554455445
2,2,14,2,2,6,0,1,1,0,67,46,66.5807150595883,71.39869989165764
2,5,35,3,11,9,3,0,1,1,67,61,67.22970297029703,71.65544554455445
2,3,14,5,11,20,1,1,0,2,67,65,67.53865979381443,71.60309278350516
2,3,14,2,5,22,0,2,2,0,67,65,67.53865979381443,71.60309278350516
3,2,35,5,3,8,0,1,1,1,67,66,66.5807150595883,71.39869989165764
2,3,35,2,4,3,2,1,0,1,67,30,67.53865979381443,71.60309278350516
2,38,35,5,7,23,2,4,1,0,67,71,70.26510067114094,73.19127516778524
2,3,35,3,4,8,0,0,1,0,67,59,67.53865979381443,71.60309278350516
1,38,14,3,11,18,2,180,16,63,67,69,70.26510067114094,73.19127516778524
2,2,14,5,7,24,2,7,2,0,67,70,66.5807150595883,71.39869989165764
6,3,35,2,2,6,1,2,2,0,67,69,67.53865979381443,71.60309278350516
2,16,14,6,7,17,1,1,2,1,67,65,73.25925925925925,76.14814814814815
6,38,35,5,3,4,1,0,1,0,67,73,70.26510067114094,73.19127516778524
0,36,35,2,4,6,1,0,0,0,67,63,64.61184210526316,70.39473684210526
0,2,14,1,14,35,1,17,5,2,67,77,66.5807150595883,71.39869989165764
3,35,35,1,3,6,0,5,6,1,67,72,67.04629629629629,73.27777777777777
2,43,26,1,2,10,1,7,3,3,67,70,63.71052631578947,68.73684210526316
1,3,14,6,2,10,1,3,2,1,67,65,67.53865979381443,71.60309278350516
1,38,35,6,4,3,1,0,2,2,67,68,70.26510067114094,73.19127516778524
1,44,15,1,2,5,0,4,1,1,67,72,59.140969162995596,72.21585903083701
6,2,27,5,15,17,2,20,16,161,66,9,66.5807150595883,71.39869989165764
2,44,29,5,22,28,4,14,12,21,66,56,59.140969162995596,72.21585903083701
6,43,14,5,5,12,2,2,2,5,66,28,63.71052631578947,68.73684210526316
2,2,14,5,12,17,3,4,1,0,66,68,66.5807150595883,71.39869989165764
3,38,26,2,1,13,0,7,8,1,66,69,70.26510067114094,73.19127516778524
2,3,6,2,10,23,1,7,6,3,66,66,67.53865979381443,71.60309278350516
2,2,14,5,4,12,0,0,1,0,66,70,66.5807150595883,71.39869989165764
3,3,14,2,4,11,1,2,5,3,66,71,67.53865979381443,71.60309278350516
2,36,27,1,2,9,1,2,2,4,66,62,64.61184210526316,70.39473684210526
2,38,26,5,2,6,1,1,2,0,66,64,70.26510067114094,73.19127516778524
2,38,14,5,8,25,2,6,5,2,66,69,70.26510067114094,73.19127516778524
2,28,35,3,14,29,2,11,6,5,66,66,69.51773049645391,71.83333333333333
3,44,35,1,2,5,0,2,3,4,66,58,59.140969162995596,72.21585903083701
3,2,6,5,17,45,2,17,10,6,66,66,66.5807150595883,71.39869989165764
2,2,35,3,18,34,1,3,6,2,66,67,66.5807150595883,71.39869989165764
6,36,35,5,3,11,1,4,1,1,66,63,64.61184210526316,70.39473684210526
1,3,14,6,4,29,1,4,0,2,66,63,67.53865979381443,71.60309278350516
1,2,35,6,5,11,0,10,1,1,66,77,66.5807150595883,71.39869989165764
6,2,35,3,9,18,1,1,0,1,66,62,66.5807150595883,71.39869989165764
2,43,14,5,7,18,2,7,5,20,66,37,63.71052631578947,68.73684210526316
6,44,35,1,3,17,1,2,1,4,66,58,59.140969162995596,72.21585903083701
1,38,15,3,3,10,1,4,2,4,66,71,70.26510067114094,73.19127516778524
3,45,14,2,4,6,0,3,5,5,66,56,67.4431554524362,71.97679814385151
3,2,14,5,10,10,1,7,5,1,66,69,66.5807150595883,71.39869989165764
3,43,14,3,2,6,0,0,1,0,66,70,63.71052631578947,68.73684210526316
6,36,35,1,2,4,1,1,1,0,66,74,64.61184210526316,70.39473684210526
3,38,14,5,1,7,0,4,1,1,66,64,70.26510067114094,73.19127516778524
2,38,35,5,1,5,1,5,2,2,65,88,70.26510067114094,73.19127516778524
3,2,14,2,2,8,0,2,0,0,65,64,66.5807150595883,71.39869989165764
3,2,14,2,1,7,0,2,1,0,65,68,66.5807150595883,71.39869989165764
2,45,35,5,5,3,1,1,1,0,65,64,67.4431554524362,71.97679814385151
2,2,35,5,1,6,0,0,2,0,65,62,66.5807150595883,71.39869989165764
6,3,14,3,1,8,0,0,1,0,65,78,67.53865979381443,71.60309278350516
3,2,35,1,5,17,2,1,0,1,65,64,66.5807150595883,71.39869989165764
2,36,18,1,1,6,0,2,1,0,65,59,64.61184210526316,70.39473684210526
6,3,35,3,0,7,0,2,1,0,65,58,67.53865979381443,71.60309278350516
1,3,35,6,0,16,0,3,0,0,65,70,67.53865979381443,71.60309278350516
2,2,35,5,3,7,2,2,2,1,65,69,66.5807150595883,71.39869989165764
1,45,14,6,5,15,0,3,0,0,65,77,67.4431554524362,71.97679814385151
3,2,14,2,2,8,1,0,2,0,65,65,66.5807150595883,71.39869989165764
2,45,14,1,9,15,1,1,2,0,65,65,67.4431554524362,71.97679814385151
3,3,14,5,4,2,2,2,2,2,65,67,67.53865979381443,71.60309278350516
