english,publisher,required_age,achievements,average_playtime,median_playtime,porcentage_positivas,windows,mac,linux,Multi-player,Online,Single-player,Anti-Cheat,Indie,Casual,price
1,9066,0,0,33,33,71.65,1,0,0,1,0,1,0,0,0,8.99
1,4078,0,0,0,0,84.92,1,0,0,1,0,1,0,0,0,9.99
1,4079,0,0,1134,1208,88.32,1,0,0,1,0,1,0,0,0,3.99
1,4079,0,0,0,0,82.26,1,0,0,0,0,1,0,0,0,3.99
1,4079,0,0,1,1,72.03,1,0,0,0,0,1,0,0,0,3.99
1,4079,0,0,71,71,64.06,1,0,0,1,1,1,0,0,0,3.99
1,11075,0,67,627,253,84.82,0,0,0,1,1,0,1,0,0,6.99
1,6209,0,0,369,265,94.4,1,0,0,1,0,1,0,0,0,7.19
1,6209,0,0,419,804,95.06,1,1,0,0,0,1,0,0,0,4.79
1,6206,0,0,1254,174,94.51,1,1,0,0,1,1,0,0,0,7.19
1,6206,0,0,127,180,90.22,1,1,0,0,1,1,0,0,0,7.19
1,6204,0,0,801,801,91.27,1,1,0,0,0,1,0,0,0,4.79
1,6215,0,0,618,320,92.32,1,0,0,1,1,1,0,0,0,7.19
1,6204,0,0,17,17,87.74,1,0,0,0,0,1,0,0,0,7.19
1,6209,0,0,100,100,86.47,1,0,0,0,0,1,0,0,0,4.79
1,5745,0,12,255,363,88.51,1,1,1,0,0,1,0,1,0,7.19
1,9994,0,0,21,21,86.21,1,0,0,0,0,1,0,0,0,3.99
1,9994,0,0,0,0,73.39,1,0,0,0,0,1,0,0,0,3.99
1,9994,0,0,78,96,91.4,1,0,0,1,0,1,0,0,0,4.99
1,9994,0,0,0,0,81.13,1,0,0,1,0,1,0,0,0,3.99
1,9994,0,0,0,0,43.5,1,0,0,1,0,1,0,0,0,3.99
1,3985,0,0,20,20,86.85,1,0,0,0,0,1,0,0,0,13.99
1,3985,0,0,14,19,91.87,1,0,0,0,0,1,0,0,0,5.99
1,4574,0,0,0,0,86.96,1,0,0,1,0,1,0,0,0,5.79
1,4638,0,0,0,0,84.04,1,0,0,1,0,1,0,0,0,6.99
1,1875,0,0,74,74,76.17,1,0,0,1,0,1,1,0,0,9.99
1,1875,0,0,90,90,58.15,1,0,0,0,0,1,0,0,0,15.99
1,5620,0,0,63,70,87.99,1,0,0,1,0,1,0,0,0,3.99
1,5620,0,0,12,14,85.05,1,0,0,1,0,1,0,0,0,3.99
1,5620,0,0,201,302,84.85,1,0,0,1,0,1,0,0,0,3.99
1,5620,0,0,14,20,61.37,1,0,0,1,0,1,0,0,0,3.99
1,5237,16,0,63,58,85.34,1,0,0,0,0,1,0,0,0,8.29
1,5237,18,0,435,365,93.75,1,0,0,0,0,1,0,0,0,9.29
1,9823,0,0,0,0,73.66,1,0,0,0,0,1,0,0,0,4.99
1,9823,16,0,20,25,67.18,1,0,0,0,0,1,0,0,0,4.99
1,4994,18,0,62,43,72.49,1,0,0,0,0,1,0,0,0,7.19
1,9823,16,0,324,245,94.73,1,0,0,1,0,1,0,0,0,4.99
1,9823,16,0,24,31,59.98,1,0,0,0,0,1,0,0,0,4.99
1,9823,0,0,254,368,84.39,1,0,0,0,0,1,0,0,0,6.99
1,9823,16,0,714,725,87.2,1,0,0,0,0,1,0,0,0,4.99
1,9823,0,0,0,0,74.15,1,0,0,1,0,1,0,0,0,3.99
1,8635,0,0,0,0,94.3,1,0,0,1,0,1,0,0,0,6.99
1,1353,0,0,0,0,74.36,1,0,0,0,0,1,0,0,0,8.99
1,11015,0,0,4774,4774,94.6,1,0,0,1,0,1,0,0,0,25.99
1,3802,0,0,14,14,72.39,1,0,0,0,0,1,0,0,0,6.99
1,3802,0,0,0,0,56.95,1,0,0,0,0,1,0,0,0,6.99
1,3802,0,0,0,0,56.1,1,0,0,1,0,1,0,0,0,6.99
1,1302,0,0,0,0,66.67,1,0,0,0,0,1,0,1,1,6.99
1,10793,0,0,313,341,61.48,1,1,1,0,0,1,0,0,0,6.99
1,10796,0,61,327,403,59.82,1,1,0,1,1,1,0,0,0,14.99
1,10793,0,0,320,330,44.09,1,1,0,0,0,1,0,0,0,6.99
1,136,0,0,165,253,66.15,1,1,0,1,0,1,0,0,0,5.99
1,133,0,0,46,46,69.88,1,0,0,1,0,1,0,0,0,5.99
1,133,0,0,1244,1261,83.67,1,0,0,0,0,1,0,0,0,2.99
1,133,0,0,66,82,92.33,1,0,0,0,0,1,0,0,0,2.99
1,133,0,0,18,18,88.72,1,0,0,0,0,1,0,0,0,2.99
1,133,0,0,0,0,51.35,1,0,0,1,0,1,0,0,0,2.99
1,133,0,0,2235,2224,94.09,1,0,0,0,0,1,0,0,0,2.99
1,133,0,0,0,0,51.41,1,0,0,1,0,1,0,0,0,2.99
1,94,0,0,0,0,86.62,1,0,0,1,0,1,0,0,0,3.99
1,92,0,0,0,0,40.48,1,0,0,0,0,1,0,0,0,1.99
1,92,0,0,113,113,66.63,1,0,0,1,0,1,0,0,0,3.99
1,404,0,0,1417,1503,91.4,1,1,0,1,0,1,0,0,0,19.99
1,9826,16,0,239,280,83.47,1,0,0,0,0,1,0,0,0,6.99
1,9823,0,0,209,209,62.81,1,0,0,1,0,1,0,0,0,4.99
1,9823,0,0,0,0,46.35,1,0,0,0,0,1,0,0,0,3.99
1,9823,16,0,313,565,74.97,1,0,0,0,0,1,0,0,0,6.99
1,9823,0,0,132,132,65.48,1,0,0,1,0,1,0,0,0,6.99
1,9823,18,50,519,272,91.24,1,0,0,0,0,1,0,0,0,9.99
1,10419,0,0,0,0,47.26,1,0,0,0,0,1,0,0,1,1.99
1,10419,0,0,0,0,89.71,1,1,0,0,0,1,0,0,0,22.99
1,401,0,0,109,109,90.39,1,0,0,0,0,1,0,0,1,2.99
1,9493,0,0,1636,218,82.87,1,0,0,1,0,1,0,0,0,2.49
1,9493,0,0,0,0,91.58,1,0,0,1,0,1,0,0,0,4.99
1,133,0,0,108,108,95.49,1,1,0,0,0,1,0,0,0,5.99
1,134,18,80,614,519,95.38,1,1,1,0,0,1,0,0,0,19.99
1,133,0,0,16,16,56.77,1,0,0,1,0,1,0,0,0,2.99
1,133,0,0,23,23,81.21,1,0,0,1,0,1,0,0,0,2.99
1,135,0,286,4760,1797,95.87,1,1,1,1,0,1,0,0,0,19.99
1,133,0,12,0,0,71.43,1,0,0,0,0,1,0,1,0,3.49
1,12245,0,0,0,0,84.75,1,0,0,0,0,1,0,0,0,2.49
1,1280,0,0,32,48,91.79,1,0,0,1,0,1,0,0,0,3.99
1,12245,0,0,88,91,90.51,1,0,0,1,0,1,0,0,0,2.49
1,12245,0,0,129,152,94.04,1,0,0,1,0,1,0,0,0,2.49
1,12245,0,0,10,10,81.6,1,0,0,1,0,1,0,0,0,2.99
1,12245,0,0,145,145,93.53,1,0,0,0,0,1,0,0,0,2.99
1,1278,16,60,559,392,76.52,1,0,0,1,0,1,0,0,0,7.99
1,9066,16,0,213,365,88.86,1,0,0,1,0,1,0,0,0,9.99
1,9066,0,0,79,106,91.76,1,0,0,1,0,1,0,0,0,9.99
1,9823,0,0,306,306,86.8,1,0,0,1,0,1,0,0,0,8.99
1,9823,0,0,803,1067,96.62,1,0,0,1,0,1,0,0,0,8.99
1,9066,16,0,1433,1629,94.47,1,0,0,1,0,1,0,0,0,9.99
1,10244,0,0,154,154,62.27,1,0,0,0,0,1,0,0,0,9.99
1,2739,0,0,322,81,76.62,0,0,0,0,0,1,0,0,0,9.99
1,2076,0,11,23,23,62.99,1,1,0,1,0,1,0,1,0,5.99
1,10244,0,0,0,0,43.75,1,0,0,0,0,1,0,0,0,6.99
1,10244,0,0,0,0,80.51,1,0,0,1,0,1,0,0,0,1.99
1,92,0,0,64,84,74.69,1,0,0,0,0,1,0,0,0,3.99
1,10244,0,0,0,0,59.42,1,0,0,1,0,1,0,0,0,13.99
1,5817,0,20,222,360,83.35,1,0,0,0,0,1,0,0,0,1.99
1,957,0,0,0,0,40.91,1,0,0,0,0,1,0,0,0,4.79
1,957,0,12,0,0,17.24,1,0,0,0,0,1,0,0,0,6.99
1,8770,0,0,23,23,66.67,1,0,0,0,0,1,0,0,1,4.99
1,401,16,0,2331,1108,92.96,1,0,0,1,0,1,0,0,0,19.99
1,401,0,0,10,19,79.62,1,0,0,0,0,1,0,0,0,14.99
1,401,0,0,10,10,77.3,1,0,0,0,0,1,0,0,0,9.99
1,401,0,0,0,0,46.67,1,0,0,0,0,1,0,0,1,6.99
1,401,0,0,0,0,79.67,1,0,0,1,0,1,0,0,0,9.99
1,401,0,0,0,0,64.1,1,0,0,0,0,1,0,0,0,6.99
1,401,0,0,645,1001,80.37,1,0,0,0,0,1,0,0,0,14.99
1,404,0,50,999,580,91.39,1,1,0,1,0,1,1,0,0,19.99
1,488,18,38,411,411,36.8,1,0,0,0,0,1,0,0,0,8.99
1,488,0,0,0,0,28.41,1,0,0,0,0,1,0,0,0,5.59
1,488,0,0,0,0,60.0,1,0,0,0,0,1,0,0,0,4.99
1,488,0,0,0,0,50.0,1,0,0,1,0,1,0,0,0,4.99
1,488,0,0,0,0,33.33,1,0,0,1,0,1,0,0,0,4.99
1,5620,0,0,889,889,71.03,1,0,0,1,0,1,0,0,0,9.99
1,9066,0,0,0,0,48.45,1,0,0,1,0,1,0,0,0,9.99
1,9069,0,30,3176,1385,89.67,1,1,1,1,0,1,0,0,0,19.99
1,9066,0,50,170,168,88.85,1,0,0,1,0,1,0,0,0,9.99
1,3920,0,0,0,0,72.61,1,0,0,0,0,1,0,0,0,6.99
1,3920,0,0,0,0,67.63,1,0,0,0,0,1,0,0,0,6.99
1,3920,0,0,0,0,78.41,1,0,0,0,0,1,0,0,0,6.99
1,3920,0,0,0,0,64.47,1,0,0,0,0,1,0,0,0,6.99
1,3920,0,0,0,0,76.14,1,0,0,0,0,1,0,0,0,6.99
1,3952,0,0,355,374,57.85,1,1,0,0,0,1,0,0,0,6.99
1,1803,0,0,46,49,71.2,1,0,0,1,0,1,0,1,1,1.79
1,6680,0,40,15,15,49.1,1,0,0,1,0,1,0,0,0,3.99
1,1718,0,0,0,0,68.97,1,0,0,1,0,1,0,0,0,5.59
1,1718,0,0,0,0,58.21,1,0,0,1,0,1,0,0,0,5.59
1,3914,0,10,91,97,87.49,1,1,0,1,1,1,0,1,1,4.79
1,6680,0,17,41,69,81.84,1,0,0,0,0,1,0,1,1,3.99
1,6680,0,25,76,108,76.46,1,0,0,0,0,1,0,1,0,3.99
1,6680,0,0,36,36,74.53,1,1,0,0,0,1,0,1,0,3.99
1,2171,0,0,304,304,92.57,1,1,1,0,0,1,0,0,0,3.49
1,92,0,0,0,0,81.74,1,0,0,1,0,1,0,0,0,3.99
1,2171,0,0,0,0,61.06,1,0,0,0,0,1,0,0,0,3.49
1,2171,0,0,119,176,36.76,1,0,0,0,0,1,0,0,0,3.49
1,8920,18,0,98,63,86.28,1,0,0,0,0,1,0,0,0,5.99
1,8920,18,0,209,93,92.3,1,0,0,0,0,1,0,0,0,5.99
1,8920,18,0,807,249,89.23,1,0,0,0,0,1,0,0,0,9.99
1,8920,18,0,99,101,65.33,1,0,0,0,0,1,0,0,0,5.99
1,8920,18,0,316,316,90.03,1,0,0,0,0,1,0,0,0,5.99
1,8920,18,0,175,175,93.58,1,0,0,0,0,1,0,0,0,5.99
1,8920,0,0,319,225,82.82,1,0,0,0,0,1,0,0,0,9.99
1,8920,0,0,1255,634,65.06,1,0,0,1,0,1,0,0,0,19.99
1,8920,18,0,508,112,73.19,1,0,0,1,0,1,0,0,0,14.99
1,9994,0,0,0,0,80.28,1,0,0,0,0,1,0,0,0,6.99
1,9994,0,0,337,404,82.36,1,0,0,0,0,1,0,0,0,6.99
1,9994,0,0,0,0,81.27,1,0,0,0,0,1,0,0,0,6.99
1,2727,0,0,0,0,63.01,1,0,0,0,0,1,0,0,0,6.99
1,9994,0,0,37,71,83.31,1,0,0,1,0,1,0,0,0,16.99
1,9994,0,0,0,0,53.68,1,0,0,1,0,1,0,0,0,10.99
1,9994,0,0,0,0,22.64,1,0,0,1,0,1,0,0,0,10.99
1,5620,0,0,2,2,31.0,1,0,0,0,0,1,0,0,1,3.99
1,9994,0,0,0,0,57.5,1,0,0,0,0,1,0,0,0,10.99
1,9994,0,0,0,0,60.0,1,0,0,0,0,1,0,0,0,10.99
1,9994,0,0,0,0,52.8,1,0,0,1,0,1,0,0,0,3.99
1,9994,0,0,203,203,64.68,1,0,0,0,0,1,0,0,0,2.99
1,9994,0,0,0,0,56.21,1,0,0,0,0,1,0,0,0,6.99
1,2479,0,0,52,52,87.52,1,0,0,1,0,1,0,0,1,6.99
1,11194,0,0,0,0,16.82,1,0,0,0,0,1,0,0,0,6.99
1,11193,0,0,0,0,68.82,1,0,0,0,0,1,0,0,0,6.99
1,11194,0,0,0,0,76.32,1,0,0,0,0,1,0,0,0,4.99
1,11194,0,0,0,0,77.78,1,0,0,0,0,1,0,0,1,5.99
1,11194,0,0,0,0,36.59,1,0,0,0,0,1,0,0,0,4.99
1,11194,0,0,0,0,51.02,1,0,0,1,0,1,0,0,0,4.99
1,11194,0,0,0,0,27.03,1,0,0,0,0,1,0,0,0,4.99
1,2541,0,0,0,0,76.77,1,0,0,0,0,1,0,0,0,6.99
1,11194,0,0,0,0,70.0,1,0,0,0,0,1,0,0,1,4.99
1,2171,0,0,446,256,92.65,1,1,1,0,0,1,0,0,0,6.99
1,2171,0,0,88,147,67.22,1,0,0,0,0,1,0,0,0,4.99
1,2171,0,0,0,0,42.04,1,0,0,1,0,1,0,0,0,6.99
1,2171,0,0,197,119,87.37,1,1,1,0,0,1,0,0,0,6.99
1,2171,0,0,413,417,63.84,1,0,0,0,0,1,0,0,0,6.99
1,7449,0,52,121,121,92.31,1,0,0,1,0,1,0,1,1,3.99
1,3370,0,0,682,682,70.59,1,0,0,0,0,1,0,0,0,8.99
1,3370,0,57,542,239,89.67,1,0,0,1,0,1,0,0,0,13.99
1,3370,0,0,414,496,97.1,1,0,0,1,0,1,0,0,0,8.99
1,3370,0,0,565,924,97.04,1,0,0,1,0,1,0,0,0,5.99
1,3370,0,0,67,41,90.29,1,0,0,1,0,1,0,0,0,5.99
1,11015,0,0,307,312,86.68,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,126,229,83.58,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,205,205,77.0,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,0,0,77.78,1,0,0,1,0,1,0,0,0,8.59
1,11015,0,0,28,28,85.96,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,22,22,92.7,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,0,0,43.95,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,167,167,87.2,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,2,2,94.44,1,0,0,1,0,1,0,0,0,4.29
1,11015,0,0,20,20,50.31,1,0,0,1,0,1,0,0,0,4.29
1,11015,0,0,29,29,74.92,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,360,476,83.17,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,1349,1936,84.99,1,0,0,1,0,1,0,0,0,8.59
1,11015,0,0,355,448,90.74,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,0,0,66.67,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,396,396,87.3,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,69,69,86.19,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,134,134,64.64,1,0,0,1,0,1,0,0,0,8.59
1,11015,0,0,0,0,85.84,1,0,0,1,0,1,0,0,0,4.29
1,11015,0,0,0,0,74.47,1,0,0,1,0,1,0,0,0,4.29
1,11015,0,0,0,0,87.18,1,0,0,0,0,1,0,0,0,4.29
1,11015,0,0,476,476,92.25,1,0,0,0,0,1,0,0,0,8.59
1,92,0,0,1812,1812,87.43,1,0,0,1,0,1,0,0,0,8.69
1,11015,0,0,6679,6679,92.0,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,19,19,80.0,1,0,0,0,0,1,0,0,0,8.59
1,11015,0,0,346,346,89.36,1,0,0,0,0,1,0,0,0,8.59
1,7725,0,25,0,0,80.91,1,1,1,0,0,1,0,1,0,5.79
1,2764,0,11,0,0,74.86,1,0,0,0,0,1,0,1,1,6.99
1,2764,0,7,151,151,84.15,1,0,0,0,0,1,0,1,0,6.99
1,2764,0,10,136,136,74.77,1,1,1,0,0,1,0,1,0,6.99
1,9070,0,73,628,293,88.17,1,1,1,1,0,1,0,0,0,14.99
1,7527,0,0,387,217,86.1,1,0,0,0,0,1,0,0,0,1.99
1,7527,0,0,67,67,94.38,1,0,0,0,0,1,0,0,0,1.99
1,7527,0,38,3,3,73.82,1,0,0,0,0,1,0,0,0,3.99
1,7527,0,36,98,98,84.52,1,0,0,0,0,1,0,0,0,6.99
1,9573,0,9,0,0,50.0,1,0,0,0,0,1,0,1,1,5.99
1,7001,0,0,0,0,76.03,1,0,0,0,0,1,0,0,1,6.99
1,7001,0,0,0,0,66.67,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,33.33,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,102,102,78.79,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,67.59,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,67.44,1,1,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,40.82,1,0,0,0,0,1,0,0,1,6.99
1,7001,0,0,0,0,56.6,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,73.08,1,0,0,0,0,1,0,0,1,6.99
1,7001,0,0,0,0,67.44,1,0,0,0,0,1,0,0,1,5.99
1,7001,0,0,0,0,50.98,1,0,0,0,0,1,0,0,1,5.99
