english,publisher,required_age,achievements,average_playtime,median_playtime,porcentage_positivas,windows,mac,linux,Multi-player,Online,Single-player,Anti-Cheat,Indie,Casual,price
1,1529,0,54,363,363,91.74,1,1,1,1,0,1,0,1,1,6.99
1,9823,12,58,1818,1818,82.74,1,0,0,0,0,1,0,0,0,10.99
1,4299,0,50,0,0,78.89,1,0,0,0,0,1,0,0,0,18.99
1,4299,0,38,0,0,62.81,1,0,0,0,0,1,0,0,0,14.99
1,932,0,17,34,34,80.98,1,1,1,0,0,1,0,0,0,6.99
1,11269,0,45,0,0,66.67,1,1,0,0,0,1,0,1,1,2.79
1,1294,0,35,0,0,73.58,1,0,0,1,0,1,0,0,0,15.49
1,11098,0,0,0,0,71.03,1,1,1,0,0,1,0,0,0,10.99
1,4438,0,39,0,0,87.7,1,0,0,0,0,1,0,0,0,26.99
1,3802,0,27,51,51,30.9,1,0,0,0,0,0,0,0,0,7.49
1,4209,0,24,256,279,87.88,1,0,0,0,0,1,0,0,0,1.99
1,5998,0,0,9,9,45.89,1,1,1,0,0,1,0,0,0,1.99
1,9379,16,14,926,926,62.88,1,1,1,0,0,1,0,0,0,14.99
1,1187,0,8,272,246,74.08,1,1,1,0,0,1,0,0,0,10.99
1,3739,0,33,87,87,56.76,1,1,0,0,0,1,0,1,0,10.29
1,5575,18,0,235,224,49.29,1,0,0,0,0,1,0,1,0,14.99
1,4313,0,16,1902,2660,90.55,1,1,0,1,0,1,0,0,0,15.49
1,9994,0,0,0,0,28.57,1,0,0,0,0,1,0,0,1,3.99
1,9994,0,0,0,0,61.7,1,0,0,0,0,1,0,0,0,14.99
1,9994,0,0,0,0,61.65,1,0,0,0,0,1,0,0,0,3.99
1,9994,0,0,0,0,33.33,1,0,0,0,0,1,0,0,0,3.99
1,2994,0,31,614,584,87.83,1,1,1,0,0,1,0,1,1,0.79
1,9261,0,0,127,127,75.23,1,1,1,0,0,1,0,0,1,5.99
1,280,0,97,0,0,81.97,1,0,0,0,0,1,0,1,0,3.99
1,280,0,60,263,401,94.51,1,0,0,0,0,1,0,1,0,6.99
1,3495,0,52,0,0,84.78,1,0,0,0,0,1,0,1,0,5.99
1,7334,0,0,14,25,88.39,1,0,0,0,0,1,0,0,0,3.99
1,7334,0,0,132,132,84.89,1,0,0,0,0,1,0,0,0,3.99
1,7565,0,33,85,85,75.86,1,1,0,0,0,1,0,1,0,1.59
1,3867,0,0,0,0,25.47,1,0,0,0,0,1,0,0,0,3.99
1,10432,0,43,175,266,80.51,1,0,0,0,0,1,0,0,0,14.99
1,903,0,11,0,0,60.8,1,1,1,0,0,1,0,0,1,6.99
1,9595,0,0,0,0,71.62,1,0,0,1,0,1,0,0,0,18.99
1,11420,0,70,443,672,85.82,1,0,0,0,0,1,0,0,0,19.99
1,11645,0,0,311,249,79.03,1,1,1,0,0,1,0,0,0,6.99
1,5028,0,26,0,0,81.38,1,1,1,0,0,1,0,0,0,14.99
1,10244,0,25,0,0,69.43,1,1,0,0,0,1,0,0,0,17.99
1,7362,0,27,150,223,66.98,1,0,0,0,0,1,0,1,0,0.79
1,9994,0,0,0,0,58.33,1,0,0,0,0,1,0,0,0,14.99
1,6994,0,0,0,0,52.0,1,0,0,0,0,1,0,1,0,0.79
1,3030,0,30,0,0,74.03,1,0,0,0,0,1,0,1,0,5.19
1,2578,0,13,219,180,83.7,1,0,0,0,0,1,0,0,1,2.89
1,830,0,0,320,338,89.24,1,0,0,0,0,1,0,0,0,7.99
1,1537,0,34,0,0,66.67,0,0,0,0,0,1,0,1,1,3.99
1,6692,0,22,360,360,89.08,1,0,0,0,0,1,0,1,0,15.49
1,8567,0,28,0,0,70.37,1,0,0,0,0,1,0,1,0,8.99
1,2986,0,15,0,0,58.6,1,0,0,1,0,1,0,0,0,4.79
1,3007,0,0,991,1224,79.52,1,0,0,1,0,1,0,0,0,19.99
1,2755,0,48,688,688,97.53,1,0,0,0,0,1,0,0,0,14.99
1,11654,0,24,55,55,74.77,1,1,1,0,0,1,0,1,0,6.99
1,842,0,16,53,65,13.64,1,1,1,0,0,1,0,1,0,6.99
1,9203,0,17,0,0,61.61,1,1,1,1,0,1,0,1,0,6.99
1,3297,0,0,73,73,93.6,1,0,0,0,0,1,0,0,0,11.39
1,4081,0,73,149,149,58.04,1,1,0,0,0,1,0,0,0,6.99
1,9520,0,37,90,111,77.2,1,0,0,0,0,1,0,1,0,0.79
1,3800,0,26,0,0,49.23,1,0,0,0,0,1,0,1,0,3.99
1,5120,0,0,0,0,29.17,1,0,0,1,0,0,0,1,0,5.59
1,12203,0,0,0,0,79.27,1,0,0,0,0,1,0,1,0,6.19
1,1891,0,300,0,0,90.0,1,1,1,0,0,1,0,1,0,6.99
1,6230,0,14,0,0,52.08,1,0,0,1,0,1,0,1,0,4.79
1,11414,0,0,0,0,100.0,1,0,0,1,1,1,0,0,0,14.99
1,3101,0,37,0,0,90.43,1,1,0,0,0,1,0,1,0,6.99
1,12489,0,1,0,0,76.79,1,1,1,0,0,1,0,1,0,1.69
1,4729,0,0,0,0,54.89,1,0,0,0,0,1,0,0,0,6.99
1,8554,0,84,290,315,92.41,1,1,0,1,1,1,0,0,0,8.99
1,2073,0,26,338,339,50.0,1,0,0,0,0,1,0,1,0,2.79
1,11647,0,82,0,0,84.72,1,1,1,0,0,1,0,1,0,10.99
1,8129,0,0,0,0,59.52,1,1,1,0,0,1,0,0,1,4.99
1,3006,0,97,0,0,61.08,1,0,0,1,0,1,0,0,0,14.99
1,6070,0,0,0,0,47.83,1,0,0,1,0,1,0,0,0,9.99
1,2365,0,0,0,0,69.44,1,0,0,0,0,1,0,0,0,5.59
1,11249,0,49,0,0,64.1,1,0,0,0,0,1,0,0,0,14.99
1,6816,0,23,126,126,48.78,1,0,0,0,0,1,0,1,0,3.99
1,2134,0,50,0,0,79.71,1,0,0,0,0,1,0,1,1,5.59
1,2134,0,0,0,0,100.0,1,0,0,0,0,1,0,0,0,2.79
1,7336,0,25,0,0,89.47,1,1,0,0,0,1,0,1,1,7.19
1,7528,0,35,215,330,87.67,1,1,1,0,0,1,0,0,0,14.99
1,2739,0,70,28,28,49.6,1,1,1,1,1,1,0,0,0,15.99
1,8213,0,18,0,0,42.86,1,0,0,0,0,1,0,1,0,6.99
1,8212,0,0,0,0,66.67,1,0,0,0,0,1,0,1,0,6.99
1,2557,0,46,97,146,85.78,1,1,1,0,0,1,0,1,0,16.99
1,2557,0,21,13,13,76.2,1,1,0,0,0,1,0,1,0,14.99
1,2557,0,50,151,158,66.49,1,1,0,0,0,1,0,0,0,11.49
1,8329,0,0,0,0,29.73,1,1,1,1,0,1,0,1,0,3.99
1,1181,0,33,0,0,72.47,1,1,0,1,1,1,0,0,0,14.99
1,5575,0,11,322,319,65.71,0,0,0,0,0,1,0,1,1,6.99
1,5575,0,33,212,264,20.83,1,0,0,0,0,1,0,1,1,4.99
1,12312,0,104,333,333,83.72,1,0,0,1,1,1,0,1,0,3.99
1,2043,0,21,126,126,77.0,1,1,1,0,0,1,0,1,0,3.99
1,8097,0,20,0,0,46.55,1,1,1,1,0,1,0,1,0,6.99
1,4718,0,38,0,0,32.21,1,1,1,0,0,1,0,0,1,6.99
1,5575,0,0,244,476,40.35,1,0,0,0,0,1,0,0,1,9.99
1,7485,0,31,0,0,77.51,1,0,0,0,0,1,0,1,0,7.19
1,1533,0,10,156,135,80.67,1,0,0,1,0,1,0,1,0,10.29
1,7656,0,10,0,0,61.7,1,0,0,0,0,1,0,1,0,3.99
1,4091,0,18,0,0,90.69,1,0,0,1,1,1,0,0,0,9.29
1,1105,0,14,0,0,19.05,1,1,1,0,0,1,0,1,0,3.99
1,2857,0,0,0,0,52.99,1,0,0,1,0,1,0,1,0,6.99
1,3486,0,0,0,0,50.0,1,0,0,0,0,1,0,1,0,3.99
1,2134,0,0,0,0,78.57,1,0,0,0,0,1,0,1,0,5.59
1,7396,0,0,0,0,67.31,1,1,0,0,0,1,0,1,1,6.99
1,2739,0,23,90,90,66.27,1,1,0,1,0,1,0,0,0,29.99
1,4565,0,0,860,860,74.56,1,0,0,0,0,1,0,0,0,6.99
1,5526,0,20,0,0,34.55,1,1,1,0,0,1,0,0,0,6.99
1,6471,0,0,385,385,96.23,1,0,0,0,0,1,0,0,0,14.99
1,7847,0,44,0,0,84.48,1,1,1,1,0,1,0,1,0,3.99
1,3850,0,0,0,0,90.93,1,1,1,0,0,1,0,1,0,12.39
1,4686,0,12,0,0,66.15,1,0,0,0,0,1,0,1,0,3.99
1,2889,0,18,277,277,68.45,1,1,1,0,0,1,0,1,0,10.29
1,3344,0,37,0,0,68.21,1,0,0,0,0,1,0,1,0,3.99
1,5209,0,48,0,0,83.93,1,1,1,0,0,1,0,1,0,6.99
1,7063,0,81,0,0,62.9,1,0,0,0,0,1,0,1,0,0.79
1,7894,0,30,0,0,88.57,1,0,0,0,0,1,0,1,0,6.99
1,2924,0,0,0,0,70.41,1,0,0,0,0,1,0,0,0,15.49
1,8187,0,27,0,0,88.33,1,1,1,0,0,1,0,1,0,3.99
1,10693,0,30,0,0,61.9,1,1,1,0,0,1,0,1,0,3.99
1,8796,0,0,0,0,41.18,1,0,0,0,0,1,0,0,0,4.99
1,4678,0,16,0,0,60.71,1,1,0,0,0,1,0,1,0,6.99
1,1052,0,0,0,0,19.8,1,0,0,0,0,1,0,0,0,14.99
1,2924,0,0,0,0,76.6,1,0,0,0,0,1,0,0,0,15.49
1,2924,0,0,0,0,47.62,1,0,0,0,0,1,0,0,0,15.49
1,3056,0,126,0,0,55.68,1,0,0,0,0,1,0,1,0,19.99
1,7382,0,0,0,0,73.68,1,1,0,0,0,1,0,0,1,6.99
1,1275,0,319,0,0,65.66,1,1,1,1,0,1,0,0,0,5.99
1,9646,0,6,0,0,76.56,1,0,0,0,0,1,0,1,0,10.99
1,3953,0,36,207,221,92.82,1,0,0,0,0,1,0,0,0,5.59
1,3035,0,5,0,0,95.63,1,1,1,0,0,1,0,1,1,6.99
1,3816,0,9,0,0,79.73,1,1,1,0,0,1,0,1,1,3.99
1,2445,0,0,0,0,11.67,1,0,0,0,0,1,0,0,0,6.99
1,9306,0,19,69,138,97.55,1,0,0,0,0,1,0,0,0,6.99
1,4223,0,15,0,0,46.67,1,1,0,0,0,1,0,1,0,3.99
1,2995,0,47,285,322,89.76,1,1,1,0,0,1,0,0,0,10.99
1,7590,0,20,0,0,53.26,1,1,0,0,0,1,0,1,0,3.99
1,7459,0,0,1042,1042,75.0,1,0,0,0,0,1,0,1,0,6.99
1,1848,0,40,0,0,64.35,1,1,0,0,0,1,0,1,0,4.99
1,2889,0,12,0,0,64.03,1,1,1,0,0,1,0,1,0,6.99
1,9994,0,0,0,0,36.96,1,0,0,0,0,1,0,0,1,2.79
1,2889,0,30,0,0,51.11,1,0,0,0,0,1,0,1,0,7.19
1,4906,0,0,0,0,86.67,1,1,1,0,0,1,0,0,1,3.99
1,4906,0,0,169,169,92.08,1,1,1,0,0,1,0,0,1,4.99
1,7285,0,20,288,300,92.16,1,1,1,1,0,1,0,0,0,6.99
1,1147,0,18,0,0,44.83,1,1,1,0,0,1,0,0,0,14.99
1,4294,0,0,0,0,18.42,1,1,0,0,0,1,0,0,0,10.99
1,1853,0,26,0,0,77.6,1,1,0,0,0,1,0,0,0,7.19
1,3174,0,23,1718,244,82.52,1,1,1,0,0,1,0,1,0,1.59
1,6860,0,18,0,0,78.08,1,1,0,0,0,1,0,1,0,14.99
1,11654,0,24,0,0,58.33,1,1,1,0,0,1,0,1,0,10.99
1,11654,0,16,126,126,72.97,1,1,1,0,0,1,0,0,0,18.99
1,811,0,20,0,0,93.92,1,1,1,0,0,1,0,1,0,13.99
1,1803,0,25,0,0,74.19,1,1,0,0,0,1,0,1,0,12.99
1,6148,0,0,0,0,67.14,1,0,0,0,0,1,0,1,0,2.79
1,4137,0,34,3,3,58.71,1,0,0,0,0,1,0,1,0,6.99
1,8452,0,40,105,174,88.63,1,1,1,0,0,1,0,1,1,1.59
1,2924,0,0,0,0,57.14,1,0,0,0,0,1,0,0,1,15.49
1,10542,0,11,0,0,70.77,1,1,1,0,0,1,0,1,0,6.99
1,3964,0,163,225,225,70.56,1,1,1,0,0,1,0,0,0,22.99
1,9387,0,24,199,199,88.57,1,1,1,0,0,1,0,1,0,4.59
1,11486,0,0,0,0,27.66,1,0,0,0,0,1,0,1,0,6.99
1,8468,0,11,0,0,40.66,1,0,0,0,0,1,0,0,0,10.59
1,11249,0,49,542,549,74.64,1,1,0,0,0,1,0,0,0,10.99
1,4540,0,31,0,0,80.0,1,0,0,0,0,1,0,0,1,6.99
1,8164,0,0,6,6,50.0,1,0,0,0,0,1,0,1,1,3.99
1,1166,0,14,0,0,71.98,1,0,0,0,0,1,0,1,0,3.99
1,9846,0,15,0,0,52.27,1,0,0,0,0,1,0,1,0,1.59
1,1718,0,0,0,0,45.87,1,0,0,0,0,1,0,0,0,2.79
1,3802,0,85,1416,2603,61.39,1,0,0,1,0,1,0,0,0,23.99
1,5431,0,29,0,0,68.84,1,0,0,0,0,1,0,1,1,3.99
1,1029,0,21,320,320,51.54,1,0,0,1,0,0,0,0,0,3.99
1,4727,0,44,0,0,96.7,1,1,0,0,0,1,0,1,0,6.99
1,3486,18,0,150,150,47.88,1,1,0,0,0,1,0,0,0,14.99
1,5139,0,29,77,77,79.32,1,1,1,0,0,1,0,1,0,9.99
1,7237,0,10,0,0,67.96,1,1,1,0,0,1,0,1,1,6.99
0,2924,0,0,0,0,41.67,1,0,0,0,0,1,0,0,0,15.49
1,2044,0,32,0,0,92.99,1,1,1,0,0,1,0,1,0,3.99
1,2044,0,29,0,0,88.03,1,1,1,0,0,1,0,1,0,4.79
1,2924,0,0,0,0,51.61,1,0,0,0,0,1,0,0,1,15.49
1,7793,0,11,52,54,84.05,1,1,0,0,0,1,0,1,0,4.79
1,11504,0,8,0,0,53.49,1,0,0,0,0,1,0,1,1,3.99
1,7194,0,24,0,0,93.18,1,0,0,0,0,1,0,1,0,3.99
1,4525,0,40,143,143,84.11,1,0,0,0,0,1,0,0,0,10.99
1,9994,0,0,0,0,16.67,1,0,0,0,0,1,0,1,1,3.99
1,9994,0,0,0,0,64.18,1,0,0,0,0,1,0,1,0,3.99
1,10527,0,36,125,125,76.03,1,1,0,0,0,1,0,0,0,14.99
1,12525,0,15,0,0,62.96,1,1,0,1,0,1,0,1,0,10.99
1,6035,0,0,0,0,66.67,1,0,0,0,0,1,0,0,1,1.69
1,11887,0,28,0,0,66.67,1,1,0,0,0,1,0,1,0,5.79
1,11295,0,0,0,0,41.97,1,0,0,0,0,1,0,1,0,3.99
1,2924,0,0,0,0,78.57,1,0,0,0,0,1,0,0,0,15.49
1,5434,0,6,0,0,63.64,1,1,0,0,0,1,0,1,0,8.99
1,2924,0,0,0,0,56.67,1,0,0,0,0,1,0,0,0,15.49
1,5522,0,41,0,0,85.4,1,1,1,0,0,1,0,1,0,14.99
1,9640,0,34,0,0,77.36,1,1,1,1,0,1,0,0,0,6.99
1,2924,0,0,0,0,85.54,1,0,0,0,0,1,0,0,0,15.49
1,4395,0,17,0,0,73.4,1,0,0,0,0,1,0,1,0,6.99
1,2924,0,0,0,0,90.2,1,0,0,0,0,1,0,0,0,15.49
1,5575,0,0,220,221,61.11,1,0,0,0,0,1,0,0,0,4.99
1,9176,0,0,0,0,39.13,1,0,0,0,0,1,0,1,0,4.99
1,10118,0,0,358,381,59.04,1,1,1,0,0,1,0,1,0,4.79
1,10317,0,82,0,0,90.71,1,0,0,0,0,1,0,1,0,6.99
1,8841,0,16,0,0,87.72,1,1,1,0,0,1,0,1,1,4.99
1,7459,0,0,0,0,71.6,1,0,0,1,0,1,0,1,0,10.99
1,7062,0,0,0,0,79.31,1,0,0,0,0,1,0,0,1,1.69
1,903,0,11,0,0,86.64,1,1,1,0,0,1,0,0,0,6.99
1,2924,0,0,0,0,88.96,1,0,0,0,0,1,0,0,1,4.79
1,194,0,0,13,13,36.67,1,0,0,1,0,1,0,1,0,5.59
1,3910,0,46,28,28,79.63,1,0,0,0,0,1,0,1,0,10.99
1,2927,0,28,318,318,80.92,1,1,1,0,0,1,0,1,0,4.99
1,5510,0,29,261,276,89.9,1,0,0,0,0,1,0,1,0,6.99
1,9246,0,0,474,615,87.87,1,0,0,0,0,1,0,0,0,3.99
1,9422,0,24,0,0,86.52,1,1,1,0,0,1,0,0,1,1.99
1,12164,0,0,14,14,79.22,1,1,0,0,0,1,0,1,0,4.99
1,5249,0,16,0,0,74.03,1,0,0,0,0,1,0,1,0,10.99
1,2557,0,39,0,0,88.44,1,0,0,0,0,1,0,1,0,1.69
1,12444,0,43,0,0,33.09,1,1,0,0,0,1,0,0,0,13.49
1,4718,0,14,48,48,82.72,1,1,1,0,0,1,0,1,1,6.99
1,3952,0,28,449,537,66.55,1,1,1,0,0,1,0,0,0,15.99
1,8856,18,55,289,289,73.81,1,1,1,0,0,1,0,1,0,2.09
1,5731,0,47,794,794,76.82,1,1,1,1,0,1,0,1,0,11.39
1,1908,0,21,0,0,90.91,1,0,0,0,0,1,0,1,0,6.49
1,7062,0,0,0,0,61.19,1,0,0,0,0,1,0,0,1,1.99
1,280,0,14,0,0,54.35,1,0,0,0,0,1,0,1,0,2.79
1,4008,0,20,145,195,88.15,1,1,1,0,0,1,0,1,0,8.99
1,7476,0,32,188,217,82.72,1,1,1,0,0,1,0,1,0,2.79
1,4247,0,50,308,308,70.13,1,0,0,0,0,1,0,0,0,44.99
1,8135,0,0,680,740,90.88,1,1,0,0,0,1,0,0,0,14.99
1,4840,0,0,0,0,28.57,1,0,0,0,0,1,0,0,0,2.99
1,6729,0,0,27375,27375,74.07,1,0,0,0,0,1,0,0,0,3.99
1,11029,0,0,0,0,93.02,1,0,0,0,0,1,0,1,1,4.79
1,1999,0,31,196,196,50.25,1,0,0,0,0,1,0,1,0,6.99
1,9596,0,0,6,6,57.66,1,0,0,0,0,1,0,0,1,3.99
1,9994,0,0,0,0,40.0,1,0,0,0,0,1,0,0,0,6.99
1,927,0,70,0,0,79.95,1,1,0,1,0,1,0,0,1,6.99
1,10162,0,7,0,0,69.37,1,1,1,0,0,1,0,1,0,5.19
1,6783,0,37,0,0,69.62,1,1,1,1,1,1,0,1,0,8.99
1,1718,0,23,0,0,78.42,1,1,0,0,0,1,0,0,1,4.99
1,1718,0,8,0,0,76.12,1,0,0,0,0,1,0,0,1,2.79
1,1718,0,9,0,0,57.53,1,0,0,0,0,1,0,0,1,2.79
1,1718,0,31,0,0,77.89,1,1,0,0,0,1,0,0,1,3.99
1,1718,0,0,0,0,67.33,1,0,0,0,0,1,0,1,1,2.79
1,2957,16,0,404,404,94.36,1,0,0,0,0,1,0,0,0,10.99
1,2712,0,0,0,0,45.07,1,0,0,1,0,0,0,1,0,5.79
1,11249,0,12,0,0,65.65,1,1,0,0,0,1,0,1,0,6.99
1,2099,0,12,0,0,77.51,1,0,0,0,0,1,0,0,0,12.99
1,11366,0,0,0,0,59.09,1,1,0,0,0,1,0,0,1,14.99
1,9994,0,0,0,0,45.56,1,0,0,0,0,1,0,1,0,2.79
1,10849,18,0,0,0,72.73,1,1,1,0,0,1,0,0,0,18.99
1,9208,0,0,0,0,53.33,1,0,0,0,0,1,0,0,0,4.79
1,5575,0,26,182,212,71.9,1,1,0,0,0,1,0,0,1,7.99
1,2389,0,15,0,0,58.62,1,1,0,1,1,1,0,1,1,1.69
1,6471,0,0,359,359,92.39,1,0,0,0,0,1,0,0,0,26.99
1,6387,0,5,117,132,54.17,1,0,0,1,0,0,1,1,0,0.79
1,7858,0,56,114,114,77.73,1,0,0,1,0,1,0,0,0,6.99
1,2017,0,0,0,0,88.21,1,1,0,0,0,1,0,0,0,22.99
1,10080,0,38,0,0,64.0,1,0,0,0,0,1,0,1,0,6.19
1,2106,0,43,166,209,72.07,1,0,0,1,1,1,0,0,0,9.99
1,6738,0,15,0,0,63.41,1,1,1,0,0,1,0,1,0,6.99
1,7383,0,0,0,0,14.29,1,0,0,0,0,1,0,1,0,5.59
1,4622,0,0,0,0,77.42,1,0,0,0,0,1,0,0,0,3.99
1,6778,0,15,0,0,33.33,1,0,0,1,0,1,0,0,0,3.99
1,2858,0,13,0,0,86.52,1,1,0,0,0,1,0,1,0,4.99
1,9994,0,0,0,0,12.96,1,0,0,0,0,1,0,0,1,3.99
1,9994,0,0,0,0,60.0,1,0,0,0,0,1,0,0,1,3.99
1,8600,0,49,0,0,28.12,1,1,1,0,0,1,0,0,0,6.99
1,9994,0,0,0,0,71.43,1,0,0,0,0,1,0,0,0,6.99
1,1189,0,50,202,202,85.23,1,1,1,1,0,1,0,0,0,14.99
1,11299,0,0,0,0,74.51,1,0,0,1,0,1,0,1,1,6.99
1,5413,0,0,217,217,74.76,1,0,0,0,0,1,0,1,0,3.99
1,2755,0,0,0,0,80.0,1,0,0,0,0,1,0,1,1,6.99
1,2755,0,0,0,0,88.89,1,0,0,0,0,1,0,1,0,6.99
1,6680,0,21,551,551,76.45,1,0,0,0,0,1,0,1,0,5.49
1,11862,0,0,0,0,70.97,1,0,0,0,0,1,0,1,0,3.99
1,2410,0,14,225,286,49.37,1,1,1,0,0,1,0,1,0,1.59
1,11015,0,33,0,0,46.34,1,0,0,1,0,1,0,0,0,33.99
1,9994,0,0,0,0,33.33,1,0,0,0,0,1,0,1,0,3.99
1,8964,0,16,95,95,75.61,1,1,0,0,0,1,0,1,0,2.79
1,1176,0,50,166,166,92.67,1,0,0,1,1,1,0,1,0,10.99
1,2924,0,0,0,0,83.33,1,0,0,0,0,1,0,0,0,15.49
1,8871,0,120,5546,1471,94.63,1,1,0,0,0,1,0,0,0,2.79
1,5071,0,47,388,469,95.65,1,1,1,0,0,1,0,0,0,10.99
1,2329,0,21,0,0,92.96,1,1,0,0,0,1,0,0,0,6.99
1,6565,0,53,454,454,91.44,1,0,0,0,0,1,0,0,0,6.99
1,4962,0,0,0,0,59.55,1,0,0,1,0,0,0,0,0,14.99
1,5745,0,0,1070,404,96.27,1,1,1,1,0,1,0,0,0,10.99
1,6965,0,0,0,0,16.67,1,0,0,0,0,1,0,1,0,3.99
1,11828,0,12,0,0,50.0,1,0,0,0,0,1,0,1,0,6.99
1,3639,0,18,0,0,94.8,1,1,1,0,0,1,0,1,1,7.19
1,9138,0,26,212,203,87.08,1,1,1,0,0,1,0,0,0,17.99
1,5589,0,48,0,0,63.82,1,0,0,0,0,1,0,0,0,39.99
1,8165,0,0,0,0,45.95,1,0,0,0,0,1,0,0,0,14.99
1,5685,16,0,0,0,27.78,1,0,0,0,0,1,0,1,1,6.99
1,494,0,36,0,0,49.21,1,0,0,0,0,1,0,0,0,14.99
1,92,0,45,4,4,88.28,1,1,1,0,0,1,0,0,0,5.99
1,578,0,24,0,0,81.78,1,1,0,0,0,1,0,1,0,13.99
1,5145,0,9,0,0,94.17,1,0,0,0,0,1,0,0,0,15.49
1,1589,0,0,592,592,70.51,1,0,0,1,1,0,0,0,0,19.49
1,3802,0,47,0,0,59.08,1,0,0,1,0,1,0,0,0,11.99
1,4087,0,28,195,195,70.34,1,0,0,1,0,1,0,1,0,4.99
1,4619,0,35,87,172,71.22,1,0,0,1,1,1,0,0,0,7.19
1,4998,0,0,0,0,72.84,1,0,0,0,0,1,0,1,0,29.99
1,8846,0,50,0,0,47.5,1,0,0,1,0,1,0,1,0,14.99
1,6729,0,8,8,8,60.83,1,1,0,0,0,1,0,1,0,6.99
1,6730,0,0,0,0,54.84,1,0,0,0,0,1,0,0,1,3.99
1,6730,0,0,0,0,41.82,1,1,0,0,0,1,0,0,1,6.99
1,1674,0,0,0,0,50.0,1,1,0,0,0,1,0,0,1,7.99
1,2043,0,13,0,0,80.0,1,1,0,0,0,1,0,1,1,3.99
1,2043,0,12,0,0,76.54,1,0,0,0,0,1,0,1,0,7.19
1,2043,0,12,272,272,69.4,1,1,0,0,0,1,0,1,0,10.99
1,74,16,75,1084,618,87.76,1,0,0,0,0,1,0,0,0,24.99
1,7437,0,0,0,0,89.5,1,1,1,0,1,1,0,0,0,10.99
1,4393,0,0,0,0,47.62,1,1,0,0,0,1,0,0,0,1.59
1,92,0,0,0,0,78.18,1,0,0,0,0,1,0,0,1,3.99
1,96,0,0,0,0,51.61,1,0,0,0,0,1,0,0,1,3.99
1,96,0,0,0,0,55.26,1,0,0,0,0,1,0,0,1,3.99
1,96,0,0,0,0,80.0,1,0,0,0,0,1,0,0,1,3.99
1,11015,0,26,142,162,90.98,0,0,0,0,0,1,0,0,0,6.69
1,8435,0,14,75,75,92.66,1,1,1,0,0,1,0,1,0,14.99
1,10124,0,0,0,0,67.96,1,1,0,0,0,1,0,1,0,6.99
1,5567,0,20,450,481,83.33,1,0,0,0,0,1,0,0,0,6.99
1,4565,0,47,6,6,85.56,1,0,0,0,0,1,0,0,0,10.99
1,1049,0,50,2575,2530,88.24,1,0,0,1,0,1,0,0,0,31.99
1,2894,0,38,278,278,91.98,1,0,0,0,0,1,0,1,0,10.99
1,10653,0,36,203,216,78.37,1,1,1,0,0,1,0,0,0,11.39
1,7578,0,0,0,0,81.74,1,1,1,1,0,1,0,1,0,11.49
1,5113,0,11,0,0,18.6,1,1,1,0,0,1,0,1,0,8.29
1,4346,0,12,0,0,70.73,1,1,1,0,0,1,0,1,1,5.59
1,2557,0,42,49,49,73.43,1,1,1,0,0,1,0,0,0,3.99
1,12444,0,0,0,0,54.55,1,0,0,0,0,1,0,0,0,8.99
1,10622,0,66,299,174,87.4,1,1,1,1,0,1,0,0,0,10.99
1,8600,0,0,0,0,53.85,1,0,0,0,0,1,0,0,0,6.99
1,4221,0,39,53,90,81.92,1,1,1,0,0,1,0,1,0,3.99
1,5313,0,0,0,0,80.87,1,1,1,1,1,1,0,0,0,10.99
1,3544,0,18,0,0,62.5,1,0,0,0,0,1,0,0,0,6.95
1,6729,0,0,0,0,48.05,1,0,0,0,0,1,0,0,0,6.99
1,3116,0,12,0,0,72.62,1,1,1,0,0,1,0,1,1,0.79
1,6732,0,41,0,0,93.61,1,0,0,0,0,1,0,0,1,6.99
1,9306,0,22,188,188,97.94,1,0,0,0,0,1,0,0,0,29.99
1,11645,0,0,217,217,67.63,1,1,1,0,0,1,0,0,0,3.99
1,10626,0,0,0,0,50.55,1,1,0,1,1,1,0,0,0,14.99
1,1517,0,0,0,0,46.67,1,0,0,0,0,1,0,1,0,0.79
1,970,0,35,0,0,70.79,1,1,1,1,1,1,0,0,0,10.99
1,8205,0,27,0,0,33.33,1,0,0,0,0,1,0,1,0,3.99
1,12052,0,30,273,491,61.41,1,1,0,1,0,1,0,0,0,13.49
1,5535,0,0,0,0,43.75,1,0,0,1,0,0,0,0,0,5.59
1,10576,0,45,0,0,80.39,0,0,0,0,0,1,0,1,0,7.99
1,7312,0,8,0,0,40.0,1,1,0,1,0,1,0,1,0,3.99
1,7312,0,11,214,214,56.34,1,1,0,1,0,1,0,1,0,3.99
1,8293,0,10,0,0,78.33,1,1,1,1,0,1,0,1,0,1.99
1,9823,0,59,55204,55204,70.35,1,1,0,1,1,0,0,0,0,32.99
1,898,0,105,0,0,79.13,1,1,1,0,0,1,0,1,0,2.89
1,6732,0,20,6,6,83.28,1,0,0,0,0,1,0,0,0,1.99
1,6562,0,10,0,0,13.33,1,1,1,0,0,1,0,1,0,1.99
1,7964,16,21,0,0,77.45,1,0,0,0,0,1,0,0,0,3.99
1,10244,0,0,0,0,95.56,1,0,0,1,0,1,0,0,0,8.99
1,10693,0,33,0,0,92.7,1,1,1,0,0,1,0,0,1,3.99
1,10693,0,30,82,82,75.0,1,1,1,0,0,1,0,1,0,3.99
1,10693,0,54,237,237,77.01,1,1,1,0,0,1,0,1,0,14.99
1,1327,0,20,0,0,55.56,1,1,0,0,0,1,0,0,1,3.99
